id	sourceId	name	stats	aptitudes	birth	death	appearance	skillId	status	source	relationsRaw	personality	gender
10393	393	譚雄	58,73,14,20,37	ACCBCB	188	221	207	none	collected	rlu-officers	原表空白	豬突	男
10394	394	張允	72,67,42,56,48	CCACCS	163	208	187	none	collected	rlu-officers	親近武將=蔡氏；親近武將_2=蔡瑁	小心	男
10396	396	張衛	74,66,45,44,61	CABCCC	172	215	191	none	collected	rlu-officers	父親=20 46	剛膽	男
10397	397	張英	75,74,41,34,49	ABBCCC	154	195	184	none	collected	rlu-officers	原表空白	豬突	男
10398	398	張燕	82,81,53,48,63	BBCSAC	153	210	184	skill-003	collected	rlu-officers	原表空白	豬突	男
10399	399	張橫	59,70,23,24,49	CCCACC	178	211	197	none	collected	rlu-officers	原表空白	豬突	男
10400	400	張溫	17,10,71,78,70	CCCCCB	193	231	210	none	collected	rlu-officers	原表空白	冷靜	男
10401	401	張華	36,27,78,79,64	CCCCBC	232	300	251	none	collected	rlu-officers	親近武將=陳壽	冷靜	男
10402	402	張闓	34,66,8,1,10	BBCCCC	155	202	184	skill-021	collected	rlu-officers	原表空白	小心	男
10403	403	張角	86,25,86,80,98	ASACAC	140	184	184	skill-071	collected	rlu-officers	父親=20 42	冷靜	男
10404	404	張既	74,35,75,88,81	CBBASC	170	223	189	skill-092	collected	rlu-officers	親近武將=夏侯淵；親近武將_2=鍾繇	冷靜	男
10405	405	張休	53,27,74,77,73	CCBCBB	204	244	222	none	collected	rlu-officers	父親=張昭；親近武將=顧譚；親近武將_2=諸葛恪；親近武將_3=孫登；親近武將_4=陳表	冷靜	男
10406	406	張球	69,72,44,30,46	CCCABC	201	263	220	skill-013	collected	rlu-officers	原表空白	豬突	男
10407	407	張嶷	79,72,74,77,76	AAACAC	190	254	209	skill-006	collected	rlu-officers	原表空白	冷靜	男
10408	408	張勳	72,68,41,39,59	BACCCB	156	206	184	none	collected	rlu-officers	原表空白	剛膽	男
10409	409	張虎	75,74,41,44,61	BABABC	195	240	209	none	collected	rlu-officers	父親=張遼；親近武將=樂綝	豬突	男
10410	410	張紘	24,22,86,95,82	CCCCAB	153	212	194	skill-077	collected	rlu-officers	親近武將=顧雍；親近武將_2=孫策	冷靜	男
10411	411	張郃	90,89,69,57,71	ABCSAC	167	231	184	skill-011	collected	rlu-officers	親近武將=高覽；親近武將_2=司馬懿；厭惡武將=郭圖	剛膽	男
10412	412	趙廣	67,71,53,53,62	CBBABC	210	263	224	none	collected	rlu-officers	父親=趙雲	剛膽	男
10413	413	趙弘	66,72,28,22,19	BCCBCC	156	184	184	none	collected	rlu-officers	原表空白	剛膽	男
10414	414	張濟	70,66,52,53,55	CCCACC	144	196	184	none	collected	rlu-officers	父親=20 44；配偶=鄒氏	剛膽	男
10415	415	張繡	80,73,60,45,59	CCBSBC	154	207	184	skill-037	collected	rlu-officers	父親=20 45；親近武將=賈詡	剛膽	男
10416	416	張緝	31,29,70,74,50	CCBCCC	196	254	215	none	collected	rlu-officers	父親=張既；親近武將=夏侯玄；親近武將_2=毌丘儉；親近武將_3=諸葛誕；親近武將_4=曹爽；親近武將_5=李豐	小心	男
10417	417	張遵	63,68,66,59,57	BABCCC	224	263	238	none	collected	rlu-officers	父親=張苞	冷靜	男
10418	418	張春華	60,9,76,72,68	CCCBBC	189	234	203	skill-059	collected	rlu-officers	原表空白	剛膽	女
10419	419	張昭	33,3,84,97,80	BCCCCC	156	236	194	none	collected	rlu-officers	親近武將=孫策；厭惡武將=步騭	小心	男
10420	420	張松	15,6,88,82,19	CCCCCC	170	212	189	skill-059	collected	rlu-officers	親近武將=法正；親近武將_2=孟達；親近武將_3=楊修；親近武將_4=劉備	小心	男
10421	421	張紹	8,12,31,59,52	CCCCCC	202	264	216	none	collected	rlu-officers	父親=張飛	小心	男
10422	422	張承	77,70,75,73,74	BAACBA	178	244	197	skill-038	collected	rlu-officers	父親=張昭；親近武將=嚴畯；親近武將_2=諸葛瑾；親近武將_3=步騭；親近武將_4=魯淑	剛膽	男
10423	423	張任	88,84,78,59,76	ASSCBC	169	214	188	skill-036	collected	rlu-officers	厭惡武將=劉備	冷靜	男
10424	424	貂蟬	10,26,81,65,94	CCBBCB	176	198	194	skill-069	collected	rlu-officers	父親=王允；親近武將=呂布	冷靜	女
10425	425	張悌	67,43,80,78,83	ACBCCA	236	280	253	skill-027	collected	rlu-officers	原表空白	冷靜	男
10426	426	趙統	68,67,61,54,58	BCBACC	209	260	223	none	collected	rlu-officers	父親=趙雲	冷靜	男
10427	427	張特	73,54,75,66,68	CABCAC	209	265	228	skill-054	collected	rlu-officers	原表空白	冷靜	男
10428	428	張南	57,71,46,34,34	CCCACC	168	208	187	none	collected	rlu-officers	原表空白	小心	男
10429	429	張南	70,69,37,43,59	BBCBCC	187	222	209	none	collected	rlu-officers	原表空白	豬突	男
10430	430	張邈	52,53,70,74,85	CBBBCC	155	195	184	skill-079	collected	rlu-officers	親近武將=袁紹；親近武將_2=陳宮	小心	男
10431	431	趙範	28,21,32,58,56	CCCBCC	168	218	187	none	collected	rlu-officers	原表空白	小心	男
10433	433	張布	31,24,71,66,41	CCCCCB	225	264	244	none	collected	rlu-officers	親近武將=孫休；親近武將_2=濮陽興	小心	男
10434	434	張苞	75,87,48,46,68	SABACC	198	229	212	skill-009	collected	rlu-officers	父親=張飛；親近武將=關興	豬突	男
10435	435	張寶	83,71,81,64,82	SBABSC	148	184	184	skill-071	collected	rlu-officers	父親=20 42	剛膽	男
10436	436	張曼成	73,81,45,37,53	ABCBAC	143	184	184	skill-095	collected	rlu-officers	原表空白	豬突	男
10437	437	張楊	72,70,62,58,68	CCBACC	151	195	184	none	collected	rlu-officers	原表空白	剛膽	男
10438	438	張翼	75,74,71,72,70	BAACAC	188	264	207	skill-094	collected	rlu-officers	原表空白	剛膽	男
10440	440	張梁	78,80,68,52,80	SCCAAC	153	184	184	skill-070	collected	rlu-officers	父親=20 42	剛膽	男
10441	441	趙累	70,43,67,74,71	BBACAC	183	219	202	skill-026	collected	rlu-officers	親近武將=王甫；親近武將_2=關羽；親近武將_3=關平	冷靜	男
10442	442	張魯	51,26,73,78,89	BCBCCC	163	237	184	skill-088	collected	rlu-officers	父親=20 46；厭惡武將=劉璋	小心	男
10443	443	陳橫	64,63,26,35,43	CABCCC	161	195	184	none	collected	rlu-officers	原表空白	豬突	男
10444	444	陳應	62,72,45,27,40	ABCCCC	172	208	203	none	collected	rlu-officers	親近武將=鮑隆	豬突	男
10445	445	陳紀	58,65,43,48,32	CABCCC	165	198	184	none	collected	rlu-officers	原表空白	剛膽	男
10446	446	陳宮	78,55,89,83,68	BBABAC	154	198	184	skill-018	collected	rlu-officers	親近武將=呂布；親近武將_2=張邈；厭惡武將=高順	冷靜	男
10447	447	陳矯	61,27,76,83,64	CBACBC	175	237	194	none	collected	rlu-officers	親近武將=陳登；厭惡武將=袁術；厭惡武將_2=孫策	冷靜	男
10448	448	陳群	32,14,74,96,73	CCCCCC	167	235	186	none	collected	rlu-officers	親近武將=吳質；親近武將_2=司馬懿；親近武將_3=曹丕	冷靜	男
10449	449	陳珪	15,4,82,77,76	CCCCBC	132	206	184	skill-054	collected	rlu-officers	親近武將=劉備；厭惡武將=呂布	冷靜	男
10450	450	陳騫	72,71,65,57,50	ACCBAB	214	292	233	none	collected	rlu-officers	父親=陳矯	剛膽	男
10451	451	陳壽	12,22,60,75,51	CCCCCC	233	297	252	none	collected	rlu-officers	親近武將=張華	冷靜	男
10452	452	陳式	70,71,25,23,30	BCCBAB	191	230	210	skill-006	collected	rlu-officers	親近武將=魏延；厭惡武將=諸葛亮	豬突	男
10453	453	陳震	46,46,68,76,73	CCBCCC	170	235	189	none	collected	rlu-officers	原表空白	冷靜	男
10454	454	陳泰	84,73,86,78,77	SAAAAC	210	260	224	skill-020	collected	rlu-officers	父親=陳群；親近武將=司馬師；親近武將_2=司馬昭；親近武將_3=鄧艾；親近武將_4=鍾毓；親近武將_5=傅嘏	冷靜	男
10455	455	陳登	79,64,81,80,61	BAACSC	169	207	188	skill-056	collected	rlu-officers	父親=陳珪；親近武將=陳矯；親近武將_2=劉備；厭惡武將=呂布	冷靜	男
10456	456	陳到	76,71,63,53,69	ACBABC	171	237	194	none	collected	rlu-officers	親近武將=趙雲	剛膽	男
10457	457	陳表	66,42,74,78,72	CABCCA	204	237	218	skill-022	collected	rlu-officers	父親=陳武；親近武將=顧譚；親近武將_2=諸葛恪；親近武將_3=孫登；親近武將_4=張休	剛膽	男
10458	458	陳武	74,87,43,40,62	ASCCCS	176	215	195	skill-035	collected	rlu-officers	原表空白	豬突	男
10459	459	陳蘭	66,69,40,24,38	BACCBC	157	204	184	none	collected	rlu-officers	親近武將=雷薄	小心	男
10460	460	陳琳	10,9,74,78,72	CCCCBC	160	217	184	skill-076	collected	rlu-officers	親近武將=王粲；親近武將_2=曹植	冷靜	男
10461	461	程昱	70,49,90,79,58	ACCCAC	141	220	184	skill-018	collected	rlu-officers	親近武將=郭嘉；親近武將_2=荀彧	剛膽	男
10462	462	程遠志	69,74,17,24,35	ACCABC	145	184	184	none	collected	rlu-officers	原表空白	豬突	男
10463	463	丁儀	15,5,64,72,51	CCCCBC	184	220	203	none	collected	rlu-officers	親近武將=曹植	小心	男
10464	464	程銀	69,73,40,36,50	CBCACC	169	211	184	none	collected	rlu-officers	原表空白	豬突	男
10465	465	丁原	70,76,35,40,74	CCBACC	137	190	184	none	collected	rlu-officers	厭惡武將=董卓	豬突	男
10466	466	程普	84,79,79,74,85	AAABBS	151	216	184	skill-079	collected	rlu-officers	親近武將=韓當；親近武將_2=黃蓋；親近武將_3=周瑜；親近武將_4=孫堅	冷靜	男
10467	467	程武	56,35,75,71,45	BBCCCC	201	265	215	none	collected	rlu-officers	父親=程昱	冷靜	男
10468	468	程秉	16,15,71,72,65	CCCCBB	172	226	191	none	collected	rlu-officers	原表空白	冷靜	男
10469	469	丁奉	81,80,71,55,56	SABABS	190	271	207	skill-013	collected	rlu-officers	父親=20 47；親近武將=徐盛	剛膽	男
10470	470	丁封	66,66,53,39,61	ACCBCA	198	266	217	none	collected	rlu-officers	父親=20 47	豬突	男
10471	471	典韋	56,95,35,29,58	BACCCC	160	197	184	skill-052	collected	rlu-officers	親近武將=夏侯惇；親近武將_2=許褚；親近武將_3=曹昂；親近武將_4=曹操	剛膽	男
10472	472	田楷	68,65,56,61,63	CCBABC	154	199	184	none	collected	rlu-officers	原表空白	冷靜	男
10473	473	田續	47,60,55,15,32	BCCBBC	218	272	237	none	collected	rlu-officers	厭惡武將=鄧艾	小心	男
10474	474	田疇	66,66,72,76,74	CCBBCC	169	214	188	skill-097	collected	rlu-officers	厭惡武將=袁紹；厭惡武將_2=公孫瓚	冷靜	男
10475	475	田豐	72,29,93,87,64	ABBCAC	162	200	184	none	collected	rlu-officers	厭惡武將=審配；厭惡武將_2=逢紀	剛膽	男
10476	476	典滿	51,73,39,26,52	CACCCC	181	235	195	none	collected	rlu-officers	父親=典韋	豬突	男
10477	477	田予	80,72,80,78,75	BBAAAC	171	252	189	skill-091	collected	rlu-officers	親近武將=劉備	冷靜	男
10478	478	滕胤	29,41,71,76,64	CCBCBB	194	256	221	none	collected	rlu-officers	厭惡武將=諸葛恪；厭惡武將_2=孫綝	小心	男
10479	479	董允	47,28,78,91,79	CCBCBC	192	246	214	skill-084	collected	rlu-officers	父親=董和；親近武將=費禕；厭惡武將=黃皓	冷靜	男
10480	480	董和	57,34,74,87,76	CBACCC	168	219	187	skill-094	collected	rlu-officers	原表空白	剛膽	男
10481	481	鄧艾	94,87,89,81,70	SAAASC	197	264	216	skill-002	collected	rlu-officers	親近武將=州泰；親近武將_2=石苞；親近武將_3=陳泰；厭惡武將=鍾會	冷靜	男
10482	482	黨均	33,24,77,59,47	BCCCAC	229	264	248	none	collected	rlu-officers	原表空白	冷靜	男
10483	483	董厥	65,59,76,78,66	CCACAC	204	271	223	none	collected	rlu-officers	原表空白	冷靜	男
10484	484	陶謙	51,27,63,63,77	CBBCCC	132	194	184	none	collected	rlu-officers	原表空白	小心	男
10485	485	鄧賢	61,73,45,36,51	BCBCBC	188	248	208	none	collected	rlu-officers	原表空白	豬突	男
10486	486	鄧芝	73,52,81,85,88	BCABAC	182	251	201	skill-086	collected	rlu-officers	親近武將=姜維	冷靜	男
10487	487	唐咨	61,71,50,52,61	ACBCCA	196	265	225	skill-083	collected	rlu-officers	原表空白	剛膽	男
10488	488	董襲	72,85,50,48,60	AABCBS	169	215	188	skill-004	collected	rlu-officers	原表空白	剛膽	男
10489	489	滕脩	44,32,31,71,62	CCBCCB	228	288	247	none	collected	rlu-officers	原表空白	小心	男
10490	490	陶濬	65,66,46,44,55	CCBCAA	238	285	253	none	collected	rlu-officers	原表空白	剛膽	男
10491	491	董承	56,53,65,63,75	CCCBBC	154	200	184	none	collected	rlu-officers	原表空白	剛膽	男
10492	492	董昭	19,25,80,82,59	CCCCBC	156	236	184	skill-007	collected	rlu-officers	原表空白	冷靜	男
10493	493	董卓	74,87,69,19,37	CCAACC	139	192	184	skill-089	collected	rlu-officers	父親=20 48；親近武將=貂蟬；親近武將_2=李儒	剛膽	男
10494	494	鄧忠	72,85,69,55,71	SBBAAC	230	264	244	skill-034	collected	rlu-officers	父親=鄧艾	剛膽	男
10495	495	董朝	17,13,56,71,61	CCCCBB	221	281	240	none	collected	rlu-officers	原表空白	小心	男
10496	496	董荼那	68,73,31,37,49	BACCCC	189	225	217	none	collected	rlu-officers	親近武將=阿會喃；親近武將_2=金環三結	豬突	男
10497	497	唐彬	67,74,59,53,58	BCBBAA	235	294	253	none	collected	rlu-officers	原表空白	剛膽	男
10498	498	董旻	49,60,25,12,23	CCCBCC	149	192	184	none	collected	rlu-officers	父親=20 48	小心	男
10499	499	鄧茂	61,75,29,17,28	BCCACC	147	184	184	none	collected	rlu-officers	原表空白	豬突	男
10500	500	杜畿	66,32,74,87,76	CCBCAB	163	224	184	skill-007	collected	rlu-officers	原表空白	冷靜	男
10501	501	杜預	85,30,85,80,81	ABSCSS	222	284	241	skill-011	collected	rlu-officers	親近武將=羊祜	冷靜	男
10502	502	甯隨	67,69,72,44,52	CCCACC	234	264	253	skill-078	collected	rlu-officers	原表空白	冷靜	男
10503	503	裴元紹	49,65,25,27,42	BBCCCC	169	200	184	none	collected	rlu-officers	親近武將=周倉	豬突	男
10504	504	裴秀	8,9,70,79,37	CCCCSC	223	271	243	skill-082	collected	rlu-officers	親近武將=賈充；親近武將_2=司馬炎	小心	男
10505	505	馬雲騄	78,88,53,46,77	ACBSCB	183	225	197	skill-037	collected	rlu-officers	父親=馬騰；親近武將=趙雲；親近武將_2=馬岱；親近武將_3=馬超；親近武將_4=馬騰；厭惡武將=曹操	剛膽	女
10506	506	馬玩	71,74,16,23,37	BCCACC	170	211	189	none	collected	rlu-officers	原表空白	豬突	男
10507	507	馬休	68,73,48,45,68	BBCSCC	178	211	192	skill-003	collected	rlu-officers	父親=馬騰；親近武將=馬雲騄；親近武將_2=馬騰；親近武將_3=馬超；親近武將_4=馬鐵；親近武將_5=馬岱；厭惡武將=曹操	剛膽	男
10508	508	馬鈞	2,7,60,70,41	CCCCSC	200	259	219	skill-082	collected	rlu-officers	原表空白	小心	男
10509	509	波才	71,74,52,25,33	ABCCAC	145	184	184	skill-095	collected	rlu-officers	原表空白	剛膽	男
10510	510	馬遵	38,52,31,51,48	CCCBCC	196	260	215	none	collected	rlu-officers	原表空白	小心	男
10511	511	馬謖	61,67,87,68,67	BCBBCC	190	228	209	skill-064	collected	rlu-officers	父親=20 51；親近武將=伊籍；親近武將_2=向朗；親近武將_3=諸葛亮	豬突	男
10512	512	馬岱	81,85,56,54,74	BBBSBC	183	246	197	skill-073	collected	rlu-officers	父親=20 50；親近武將=馬雲騄；親近武將_2=馬休；親近武將_3=馬超；親近武將_4=馬鐵；親近武將_5=馬騰；厭惡武將=曹操	冷靜	男
10513	513	馬忠	67,77,64,36,38	CABCCB	186	222	205	skill-019	collected	rlu-officers	原表空白	剛膽	男
10514	514	馬忠	78,72,68,78,79	BAACAC	187	249	205	skill-006	collected	rlu-officers	原表空白	剛膽	男
10515	515	馬超	88,97,44,26,82	ABCSBC	176	226	189	skill-045	collected	rlu-officers	父親=馬騰；親近武將=馬雲騄；親近武將_2=馬休；親近武將_3=李恢；親近武將_4=馬鐵；親近武將_5=馬岱；厭惡武將=楊柏；厭惡武將_2=曹操	豬突	男
10516	516	馬鐵	70,62,56,52,62	CCBSBC	179	211	193	skill-092	collected	rlu-officers	父親=馬騰；親近武將=馬雲騄；親近武將_2=馬休；親近武將_3=馬超；親近武將_4=馬騰；親近武將_5=馬岱；厭惡武將=曹操	冷靜	男
10517	517	馬騰	82,80,51,59,89	BACSCC	149	211	184	skill-081	collected	rlu-officers	親近武將=馬雲騄；親近武將_2=馬休；親近武將_3=馬超；親近武將_4=馬鐵；親近武將_5=馬岱；厭惡武將=曹操	剛膽	男
10518	518	馬邈	19,12,7,35,12	CCCCCC	221	265	240	none	collected	rlu-officers	原表空白	小心	男
10519	519	馬良	46,23,85,90,86	CCBCBB	187	222	206	skill-080	collected	rlu-officers	父親=20 51；親近武將=伊籍；親近武將_2=諸葛亮	冷靜	男
10520	520	萬彧	21,25,71,65,41	CCCCBC	240	272	253	none	collected	rlu-officers	親近武將=孫皓	小心	男
10521	521	樊建	41,24,71,77,73	CCBCBC	205	270	224	none	collected	rlu-officers	原表空白	冷靜	男
10522	522	樊氏	23,22,72,69,76	CCBBCB	176	215	200	skill-099	collected	rlu-officers	親近武將=趙雲	冷靜	女
10523	523	潘濬	61,18,67,82,21	CBCCCC	174	239	193	none	collected	rlu-officers	原表空白	小心	男
10524	524	潘璋	76,80,70,28,12	BAABCS	177	222	196	skill-019	collected	rlu-officers	原表空白	剛膽	男
10525	525	樊稠	66,73,31,24,39	CCCACC	149	192	184	none	collected	rlu-officers	親近武將=韓遂	豬突	男
10526	526	樊能	69,61,36,31,48	CBBCCC	158	195	184	none	collected	rlu-officers	原表空白	剛膽	男
10527	527	潘鳳	56,77,4,14,25	CCCBCC	155	190	184	none	collected	rlu-officers	原表空白	豬突	男
10528	528	費禕	77,30,83,92,83	BBACAB	193	253	212	skill-080	collected	rlu-officers	親近武將=董允	剛膽	男
10529	529	卑衍	60,66,21,30,46	CCBBCC	196	238	215	none	collected	rlu-officers	原表空白	小心	男
10530	530	費詩	15,28,64,74,66	CCCCBC	176	240	195	none	collected	rlu-officers	原表空白	小心	男
10531	531	糜氏	12,6,66,70,79	CCCCCC	176	208	194	skill-099	collected	rlu-officers	父親=20 52	冷靜	女
10532	532	糜竺	33,29,77,83,85	CCBCCC	165	220	184	skill-087	collected	rlu-officers	父親=20 52；親近武將=簡雍；親近武將_2=孫乾	冷靜	男
10533	533	糜芳	54,61,32,23,23	BCBCCC	169	222	188	none	collected	rlu-officers	父親=20 52；親近武將=傅士仁；厭惡武將=關羽	小心	男
10534	534	費耀	70,66,73,62,67	BBCBBC	192	228	211	none	collected	rlu-officers	原表空白	冷靜	男
10535	535	武安國	67,83,34,33,36	BCCBCC	156	190	184	none	collected	rlu-officers	原表空白	豬突	男
10536	536	馮習	72,71,39,41,62	ABCBCC	182	222	201	none	collected	rlu-officers	原表空白	豬突	男
10537	537	傅嘏	44,35,81,82,70	CCBCBC	209	255	228	none	collected	rlu-officers	親近武將=荀顗；親近武將_2=鍾毓；親近武將_3=陳泰	冷靜	男
10538	538	傅士仁	46,63,37,24,20	CBBCCC	182	222	201	none	collected	rlu-officers	親近武將=虞翻；厭惡武將=關羽	小心	男
10539	539	傅僉	73,85,72,46,62	BACABC	216	263	230	skill-051	collected	rlu-officers	父親=傅彤；親近武將=姜維	剛膽	男
10540	540	傅巽	14,13,69,72,46	CCCCCC	162	230	184	none	collected	rlu-officers	原表空白	冷靜	男
10541	541	傅彤	66,72,46,42,63	BACBCC	183	222	207	skill-012	collected	rlu-officers	原表空白	豬突	男
10542	542	文鴦	76,91,60,32,63	BCASCC	222	285	236	skill-013	collected	rlu-officers	父親=文欽；親近武將=趙雲	豬突	男
10543	543	文欽	74,83,43,34,22	AABBCC	200	258	217	none	collected	rlu-officers	親近武將=尹大目；親近武將_2=孫峻；厭惡武將=朱異；厭惡武將_2=諸葛誕	豬突	男
10544	544	文虎	66,72,45,30,58	BCCBBC	227	279	241	none	collected	rlu-officers	父親=文欽	剛膽	男
10545	545	文醜	78,94,25,25,38	ABASCC	161	200	184	skill-037	collected	rlu-officers	親近武將=顏良	豬突	男
10546	546	文聘	86,82,66,69,72	ASBCBA	178	237	197	skill-027	collected	rlu-officers	原表空白	剛膽	男
10547	547	卞喜	56,70,59,37,24	BCBCBC	169	200	184	none	collected	rlu-officers	原表空白	豬突	男
10548	548	卞氏	36,24,74,76,87	CCCBCC	160	230	184	skill-075	collected	rlu-officers	配偶=曹操	剛膽	女
10549	549	方悅	68,80,44,46,55	ACCBCC	153	190	184	none	collected	rlu-officers	原表空白	豬突	男
10550	550	龐會	69,75,49,42,52	BCCAAC	205	272	219	none	collected	rlu-officers	父親=龐德；厭惡武將=關彝；厭惡武將_2=關羽；厭惡武將_3=關興；厭惡武將_4=關統	剛膽	男
10551	551	忙牙長	45,79,3,2,9	ACCBCC	191	225	217	none	collected	rlu-officers	原表空白	豬突	男
10552	552	逢紀	27,21,84,70,39	CCCCCC	153	202	184	none	collected	rlu-officers	厭惡武將=審配；厭惡武將_2=田豐	小心	男
10553	553	龐羲	60,38,68,74,57	CBBCBC	153	218	184	none	collected	rlu-officers	原表空白	剛膽	男
10554	554	鮑三娘	72,83,56,36,75	BBBACA	198	248	220	skill-012	collected	rlu-officers	親近武將=花鬘；親近武將_2=關索	豬突	女
10555	555	鮑信	77,67,81,73,78	BABCBC	152	192	184	skill-026	collected	rlu-officers	親近武將=曹操	剛膽	男
10556	556	法正	82,47,94,78,55	CCACAC	176	220	195	skill-016	collected	rlu-officers	親近武將=黃忠；親近武將_2=張松；親近武將_3=孟達；親近武將_4=劉備	冷靜	男
10557	557	龐統	78,34,97,85,69	BBCCBB	179	214	208	skill-066	collected	rlu-officers	親近武將=虞翻；親近武將_2=張飛；親近武將_3=陸績	冷靜	男
10558	558	龐德	80,94,70,44,70	BAASBC	170	219	184	skill-025	collected	rlu-officers	原表空白	剛膽	男
10559	559	鮑隆	58,76,49,23,30	BCACCC	174	208	202	none	collected	rlu-officers	親近武將=陳應	豬突	男
10560	560	步協	71,49,69,63,67	CBACBA	216	264	230	none	collected	rlu-officers	父親=步騭	冷靜	男
10561	561	穆順	52,77,11,21,20	CBCBCC	157	190	184	none	collected	rlu-officers	原表空白	豬突	男
10562	562	濮陽興	37,32,70,72,59	CCCCBB	224	264	243	none	collected	rlu-officers	親近武將=孫休；親近武將_2=張布	小心	男
10563	563	木鹿大王	65,71,39,6,32	CACCCC	184	225	216	skill-070	collected	rlu-officers	原表空白	豬突	男
10564	564	步騭	72,51,84,86,70	CCACSA	177	247	196	skill-024	collected	rlu-officers	親近武將=嚴畯；親近武將_2=諸葛瑾；親近武將_3=張承；厭惡武將=張昭	冷靜	男
10565	565	步闡	71,60,71,64,62	CABCCA	222	272	236	none	collected	rlu-officers	父親=步騭	冷靜	男
10566	566	滿寵	84,64,82,84,80	CSACAC	170	242	189	skill-026	collected	rlu-officers	親近武將=毛玠；親近武將_2=劉曄；親近武將_3=呂虔	冷靜	男
10567	567	毛玠	63,39,59,78,61	CCBCCB	161	216	184	skill-085	collected	rlu-officers	親近武將=滿寵；親近武將_2=呂虔	冷靜	男
10568	568	孟獲	76,87,42,45,80	BSCCCC	186	245	212	skill-015	collected	rlu-officers	父親=20 53；親近武將=祝融	豬突	男
10569	569	孟宗	47,28,72,78,79	CCBCAB	216	271	235	none	collected	rlu-officers	原表空白	冷靜	男
10570	570	孟達	75,73,74,66,72	BBACAC	172	228	191	none	collected	rlu-officers	親近武將=夏侯尚；親近武將_2=桓階；親近武將_3=張松；親近武將_4=法正；親近武將_5=李嚴；厭惡武將=申儀；厭惡武將_2=申耽；厭惡武將_3=劉封	小心	男
10571	571	孟優	50,68,22,18,37	BACCCC	190	251	215	skill-094	collected	rlu-officers	父親=20 53	豬突	男
10572	572	俞涉	62,79,24,23,33	BCCACC	158	190	184	none	collected	rlu-officers	原表空白	豬突	男
10573	573	楊懷	62,68,68,62,53	CABCCC	167	212	186	none	collected	rlu-officers	親近武將=高沛	剛膽	男
10574	574	雍闓	81,75,54,56,68	AACCSC	188	225	207	skill-094	collected	rlu-officers	原表空白	豬突	男
10575	575	楊儀	68,40,82,79,23	CBBCBC	190	235	209	none	collected	rlu-officers	親近武將=諸葛亮；厭惡武將=魏延；厭惡武將_2=劉巴	小心	男
10576	576	楊欣	61,68,61,58,64	ACCBAC	220	278	239	none	collected	rlu-officers	原表空白	冷靜	男
10577	577	羊祜	90,64,84,87,89	SBSABA	221	278	240	skill-020	collected	rlu-officers	親近武將=杜預；親近武將_2=陸抗	冷靜	男
10578	578	楊弘	18,15,76,60,45	CCCCCC	152	199	184	none	collected	rlu-officers	原表空白	小心	男
10579	579	楊昂	68,72,38,35,42	BBBBCC	172	215	191	none	collected	rlu-officers	原表空白	豬突	男
10580	580	楊濟	67,68,71,66,64	BBBBBC	226	291	245	none	collected	rlu-officers	原表空白	冷靜	男
10581	581	楊醜	52,65,40,22,32	BCCBCC	159	199	184	none	collected	rlu-officers	原表空白	小心	男
10582	582	楊修	10,4,83,79,43	CCCCCC	175	219	194	none	collected	rlu-officers	親近武將=孔融；親近武將_2=曹植；親近武將_3=張松	小心	男
10583	583	楊秋	67,64,58,63,42	CCBABC	172	238	191	none	collected	rlu-officers	原表空白	小心	男
10584	584	楊松	2,5,28,34,5	CCCCCC	167	215	186	none	collected	rlu-officers	父親=20 54	小心	男
10585	585	楊任	70,78,53,40,56	CABBCC	170	215	189	none	collected	rlu-officers	原表空白	剛膽	男
10586	586	楊祚	53,61,36,32,41	BCCBCC	202	256	221	none	collected	rlu-officers	原表空白	小心	男
10587	587	楊肇	70,65,68,62,58	ABABBC	223	286	242	none	collected	rlu-officers	原表空白	冷靜	男
10588	588	楊柏	44,45,19,26,21	BCCCCC	171	214	189	none	collected	rlu-officers	父親=20 54；厭惡武將=馬超	小心	男
10589	589	楊阜	67,50,83,78,77	CBBBAC	178	239	197	none	collected	rlu-officers	厭惡武將=馬超	冷靜	男
10590	590	楊奉	66,65,31,14,58	BCCBCC	153	197	184	none	collected	rlu-officers	原表空白	小心	男
10591	591	楊鋒	54,62,52,40,46	CBCCBC	191	252	213	none	collected	rlu-officers	原表空白	剛膽	男
10592	592	雷銅	69,78,51,37,53	BACBBC	172	218	191	none	collected	rlu-officers	親近武將=吳蘭；親近武將_2=張飛	剛膽	男
10593	593	雷薄	62,70,36,11,15	ABCCBC	157	206	184	none	collected	rlu-officers	親近武將=陳蘭	小心	男
10594	594	駱統	76,58,75,77,77	BBACAA	193	228	207	skill-014	collected	rlu-officers	原表空白	冷靜	男
10595	595	羅憲	85,71,75,72,73	BASCSC	218	270	237	skill-029	collected	rlu-officers	原表空白	冷靜	男
10596	596	李異	59,77,19,18,24	ACCBBB	187	222	206	none	collected	rlu-officers	原表空白	豬突	男
10597	597	李恢	79,65,78,77,80	BBSCSC	175	231	194	skill-055	collected	rlu-officers	親近武將=馬超	冷靜	男
10598	598	李傕	69,72,24,1,17	BCCABC	148	198	184	none	collected	rlu-officers	原表空白	小心	男
10599	599	陸凱	65,61,78,85,73	CCBCAA	198	269	217	none	collected	rlu-officers	父親=20 56	冷靜	男
10600	600	陸抗	91,63,87,85,87	AASCSS	226	274	240	skill-020	collected	rlu-officers	父親=陸遜；親近武將=羊祜	冷靜	男
