scenario	id	name	kind	asset	yaw	scale	damage	status
central-mobile-sandbox	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
central-mobile-sandbox	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
central-mobile-sandbox	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
jingxiang-mobile-sandbox	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
